CUST_ID,PCA1,PCA2,CLUSTER_x,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,CLUSTER_y
C16311,-1.4507924156572607,2.0307861148261392,2,3855.225836,1.0,0.0,0.0,0.0,1837.620008,0.0,0.0,0.0,0.416667,5,0,7500.0,977.203331,875.725207,0.0,12,2
C16312,1.9064513875221123,0.44348918610596116,3,2503.438106,1.0,2001.69,1437.24,564.45,268.761003,1.0,0.5,1.0,0.333333,11,49,3000.0,1199.370357,985.937337,0.0,12,3
C16313,-0.7538229105304761,1.564053963193504,0,4028.03648,1.0,35.0,35.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4000.0,328.496865,20551.61978,0.0,12,0
C16314,-1.8827730799097007,1.3395944668072381,0,2368.013568,1.0,0.0,0.0,0.0,229.104451,0.0,0.0,0.0,0.5,7,0,2500.0,660.566074,675.757657,0.0,12,0
C16315,-1.8467877866521425,2.012893375069838,2,1299.904896,0.888889,0.0,0.0,0.0,4907.783225,0.0,0.0,0.0,0.444444,6,0,2500.0,3710.009991,303.089369,0.166667,9,2
C16316,0.2517800146949062,-0.4673230467150561,3,2369.29723,1.0,1020.53,0.0,1020.53,157.020714,0.75,0.0,0.666667,0.083333,1,12,2500.0,1080.870791,2235.335312,0.0,12,3
C16317,0.14865377823595005,2.044669535332765,2,4417.192123,1.0,1149.52,1149.52,0.0,1944.558434,0.583333,0.583333,0.0,0.416667,9,13,5000.0,1250.398004,1373.34962,0.0,12,2
C16318,1.1445632508718189,-1.0428766397519382,3,1370.317105,1.0,1389.28,745.94,643.34,64.146816,0.916667,0.5,0.833333,0.083333,1,28,1800.0,431.782845,811.518229,0.0,12,3
C16319,0.7046545186898733,-2.3125771495725633,3,53.284869,1.0,571.32,0.0,571.32,0.0,1.0,0.0,0.916667,0.0,0,24,1000.0,546.617245,162.921045,0.9,12,3
C16320,0.13406017170085574,-2.024846394544154,3,47.274973,0.727273,639.0,0.0,639.0,0.0,0.666667,0.0,0.583333,0.0,0,12,3300.0,940.011994,182.150814,1.0,12,3
C16321,-0.6971399800889265,-1.9159407396772496,0,9.910791,0.545455,215.26,0.01,215.25,0.0,0.583333,0.083333,0.5,0.0,0,8,1200.0,474.643613,104.812542,0.5,12,0
C16322,3.1054200174651228,-0.6407896970326384,3,1729.618796,1.0,3533.46,2533.5,999.96,0.0,1.0,0.5,0.833333,0.0,0,46,5000.0,4868.256038,735.288195,0.083333,12,3
C16323,-1.8027315668524742,-0.16036949104048856,0,21.542924,1.0,0.0,0.0,0.0,1087.758564,0.0,0.0,0.0,0.083333,4,0,1200.0,1173.576762,158.975163,0.090909,12,0
C16324,4.1058748625496975,-0.7749564895513946,1,881.358988,1.0,4681.26,2301.64,2379.62,0.0,1.0,0.583333,1.0,0.0,0,53,7000.0,4675.820552,249.00939,0.0,12,1
C16325,-1.863301742992383,-1.4158136892849587,0,4.596178,0.090909,554.16,0.0,554.16,0.0,0.083333,0.0,0.083333,0.0,0,1,1500.0,0.0,312.343947,0.0,12,0
C16326,3.3059479497688433,-1.2554530378760798,3,1258.165394,1.0,2821.76,779.26,2042.5,0.0,1.0,0.583333,1.0,0.0,0,80,4500.0,1457.330184,273.104239,0.0,12,3
C16327,0.323969532875872,-1.2088516487986227,3,547.484638,0.909091,1225.96,1071.23,154.73,0.0,0.833333,0.666667,0.166667,0.0,0,13,1500.0,400.154087,276.642257,0.0,12,3
C16328,0.3777638367149952,-0.09527970100830235,3,3215.080388,1.0,410.24,296.52,113.72,0.0,0.666667,0.333333,0.416667,0.0,0,12,9500.0,772.194997,886.05258,0.0,12,3
C16329,0.5188003908993986,3.0893361828216825,2,1328.483504,0.909091,1507.26,1011.6,495.66,2554.86412,0.818182,0.636364,0.545455,0.727273,33,22,2000.0,2281.634116,926.600197,0.111111,11,2
C16330,-1.802829613453547,0.05579982704916604,0,1603.991792,1.0,0.0,0.0,0.0,73.24187,0.0,0.0,0.0,0.166667,2,0,1700.0,437.134508,673.208585,0.0,12,0
C16331,-0.03873839243562622,-1.7528325678691359,3,82.414018,1.0,219.24,0.0,219.24,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,128.095464,170.440977,0.0,12,3
C16332,-0.7226435005834753,3.912905466704427,2,6643.187445,1.0,202.69,202.69,0.0,5107.669643,0.083333,0.083333,0.0,0.333333,12,1,11000.0,2856.272258,1505.988113,0.0,12,2
C16333,-0.7385527739189959,-0.9867440408307692,0,161.576879,0.909091,194.0,59.0,135.0,0.0,0.416667,0.083333,0.333333,0.0,0,6,5000.0,738.457844,197.425096,0.1,12,0
C16334,-1.1541612651167212,-1.563495771555713,0,17.820255,0.545455,123.72,0.0,123.72,0.0,0.333333,0.0,0.333333,0.0,0,4,3000.0,270.589779,133.760906,0.428571,12,0
C16335,-1.1741250830064014,-0.7322715050211839,0,1060.022249,1.0,200.51,200.51,0.0,0.0,0.25,0.25,0.0,0.0,0,5,1200.0,407.022337,399.681786,0.0,12,0
C16336,1.4204306509976874,2.3742408502493837,2,2446.41139,1.0,1915.65,1332.91,582.74,4201.060262,0.75,0.25,0.666667,0.5,8,29,8500.0,4723.691364,629.361278,0.0,12,2
C16337,-1.7853801670766105,2.6276274572486336,2,2212.921154,1.0,52.9,52.9,0.0,2035.862807,0.083333,0.083333,0.0,0.583333,19,1,3500.0,704.408044,601.028911,0.0,12,2
C16338,-1.3827987394911725,1.5796184512207707,0,1484.221941,1.0,52.83,52.83,0.0,3164.677567,0.166667,0.166667,0.0,0.25,12,3,3000.0,1871.16958,413.035007,0.0,12,0
C16339,-2.0158607458197233,0.7659364780890717,0,2161.715499,0.875,0.0,0.0,0.0,2651.876149,0.0,0.0,0.0,0.125,4,0,3000.0,662.354973,411.86658,0.0,8,0
C16340,-0.7569135176671603,-1.3058424149816497,3,56.798467,1.0,93.1,0.0,93.1,0.0,0.583333,0.0,0.583333,0.0,0,7,2500.0,83.556361,172.482173,0.0,12,3
C16341,0.09645964898306035,0.8382099473515249,3,4183.825982,1.0,490.61,45.65,444.96,178.950075,0.666667,0.083333,0.666667,0.333333,4,13,4500.0,1541.998312,2410.083966,0.0,12,3
C16342,0.6337290561210377,-2.255882132979146,3,37.890131,1.0,483.3,0.0,483.3,0.0,1.0,0.0,1.0,0.0,0,13,2500.0,541.618413,179.311193,0.916667,12,3
C16343,-0.3601071145043468,2.67363692951821,2,4198.61809,0.727273,17.3,17.3,0.0,2845.86846,0.083333,0.083333,0.0,0.25,6,1,8954.545455,10226.60176,1024.126428,0.1,12,2
C16345,0.6460771067594316,-1.2886771933921823,3,932.153207,1.0,572.64,0.0,572.64,0.0,1.0,0.0,1.0,0.0,0,24,1000.0,1794.686669,3605.683246,0.083333,12,3
C16346,1.51840983100144,-0.0002543328492206979,3,2905.496627,1.0,1390.48,713.08,677.4,238.324775,0.916667,0.416667,0.75,0.166667,2,33,7000.0,1512.39601,719.28329,0.0,12,3
C16347,-0.5528092836001939,-0.8681267475300982,0,82.706999,1.0,367.67,289.77,77.9,0.0,0.416667,0.333333,0.083333,0.0,0,9,4700.0,610.349554,143.185465,0.083333,12,0
C16348,4.353406841681461,0.2527458949470458,1,3504.329825,1.0,5313.2,3787.5,1525.7,0.0,1.0,0.5,1.0,0.0,0,37,13000.0,4357.719667,952.119024,0.0,12,1
C16349,-1.435219296515039,-0.8343066236303662,0,77.087831,0.363636,311.81,311.81,0.0,261.469776,0.25,0.25,0.0,0.083333,1,4,4000.0,109.704849,132.31002,0.0,12,0
C16350,-1.278491356199175,-1.8584721482008455,0,3.535385,0.363636,53.95,0.0,53.95,0.0,0.416667,0.0,0.416667,0.0,0,5,1200.0,124.392554,114.355656,0.4,12,0
C16351,-1.6287331948417312,0.30916261943144324,0,933.072519,1.0,12.4,12.4,0.0,1085.487045,0.083333,0.083333,0.0,0.166667,6,1,2500.0,481.589626,238.636185,0.083333,12,0
C16352,-1.7416816801505748,-0.002591464226618692,0,295.680572,1.0,0.0,0.0,0.0,497.548257,0.0,0.0,0.0,0.166667,2,0,2200.0,1676.131231,176.822347,0.0,12,0
C16353,-1.445637756863881,4.17982038428633,2,5314.739322,1.0,0.0,0.0,0.0,3596.09665,0.0,0.0,0.0,0.583333,20,0,8000.0,1582.770873,2632.897525,0.0,12,2
C16354,0.04513148429222648,0.8118294718369065,0,1531.486784,1.0,956.56,819.16,137.4,1548.653023,0.666667,0.666667,0.083333,0.25,10,11,4000.0,424.033602,659.90603,0.0,12,0
C16355,-0.030731062538533485,-1.519086750670286,3,1196.869653,1.0,117.24,0.0,117.24,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,380.06061,371.31214,0.0,12,3
C16356,2.935428916200354,2.13707788410412,2,4755.943819,1.0,3785.85,3583.95,201.9,529.171674,1.0,1.0,0.166667,0.416667,12,46,10500.0,1212.369561,991.435532,0.0,12,2
C16357,0.18460782540147508,-0.939826687621486,3,970.862162,1.0,563.82,563.82,0.0,0.0,0.833333,0.833333,0.0,0.0,0,10,2950.0,350.164857,373.629996,0.0,12,3
C16358,0.16270835507676437,0.2708335000866835,3,2652.663225,1.0,331.81,331.81,0.0,1058.561786,0.833333,0.833333,0.0,0.166667,3,10,3500.0,831.678305,1077.695905,0.0,12,3
C16359,-1.9605012500953254,0.8398502587451275,0,1535.201834,1.0,0.0,0.0,0.0,232.041978,0.0,0.0,0.0,0.363636,7,0,2450.0,358.002324,454.553502,0.0,11,0
C16360,-1.9383440564937828,0.9372339267040232,0,1672.711195,1.0,0.0,0.0,0.0,442.298324,0.0,0.0,0.0,0.416667,6,0,1800.0,432.121759,623.766019,0.0,12,0
C16361,-1.2001831632841329,-0.6489806644725273,0,595.870472,0.818182,990.0,990.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,764.86843,226.19801,0.0,12,0
C16362,0.6728489989946597,-1.5039729923413707,3,1035.549686,1.0,624.0,0.0,624.0,0.0,1.0,0.0,1.0,0.0,0,36,1000.0,883.088274,862.689591,0.0,12,3
C16363,0.653880330796619,-1.2915079253136839,3,1043.114756,1.0,599.92,0.0,599.92,0.0,1.0,0.0,1.0,0.0,0,23,5000.0,687.999005,255.719951,0.0,12,3
C16364,-1.5658939809116872,0.5578847127539004,0,3155.155315,1.0,0.0,0.0,0.0,147.664311,0.0,0.0,0.0,0.166667,2,0,3500.0,975.901669,949.523933,0.0,12,0
C16365,0.2774039790319308,-1.5068675266600038,3,1051.38615,1.0,416.6,0.0,416.6,0.0,1.0,0.0,1.0,0.0,0,20,1050.0,509.248904,1006.439477,0.0,12,3
C16366,-1.5052751237377913,-1.64407154860241,0,8.95956,0.363636,51.36,0.0,51.36,0.0,0.333333,0.0,0.333333,0.0,0,4,1200.0,167.260487,135.978141,0.2,12,0
C16367,-1.5274618928960946,-0.8628673281411658,0,556.857438,1.0,21.9,21.9,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,600.0,162.272808,271.112945,0.0,12,0
C16369,-0.3611674082154639,0.6018936686118117,0,1276.819142,1.0,710.2,710.2,0.0,742.511085,0.416667,0.416667,0.0,0.25,4,8,3700.0,3144.534957,477.522969,0.0,12,0
C16370,-1.5102469465261479,0.6492999227924011,0,1607.609771,1.0,0.0,0.0,0.0,1007.849308,0.0,0.0,0.0,0.166667,3,0,7000.0,523.481375,414.584718,0.0,12,0
C16371,2.468403855770045,-0.7590167421792982,3,3006.295536,1.0,1430.24,50.0,1380.24,0.0,1.0,0.083333,1.0,0.0,0,92,3000.0,2034.512438,3337.263197,0.0,12,3
C16372,-0.2493394024475397,-1.2106581408751456,3,502.236778,1.0,603.46,328.68,274.78,0.0,0.583333,0.333333,0.416667,0.0,0,13,1200.0,233.768374,353.463494,0.0,12,3
C16373,-1.8158188086690583,1.6732236780346224,0,1610.282389,1.0,0.0,0.0,0.0,1296.078691,0.0,0.0,0.0,0.5,9,0,5000.0,576.468692,374.736257,0.0,12,0
C16374,-0.8137522241528274,-1.0028742346476829,0,44.444599,1.0,374.81,0.0,374.81,0.0,0.416667,0.0,0.333333,0.0,0,6,4000.0,309.602823,105.971136,0.0,12,0
C16375,-1.3550495493509023,0.3853771627344262,0,1313.003662,0.888889,810.27,810.27,0.0,759.000431,0.111111,0.111111,0.0,0.111111,2,1,1500.0,256.967584,7011.077671,0.0,9,0
C16376,-1.5700923698134563,-0.5630484523249716,0,1433.699563,1.0,50.0,50.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,275.687079,457.454141,0.0,12,0
C16377,0.1316675824297822,0.6142641797525554,3,2522.93846,1.0,394.48,221.2,173.28,2904.343372,0.75,0.166667,0.583333,0.166667,2,11,3000.0,3734.576574,1184.827039,0.0,12,3
C16378,-0.711832379686499,1.6333888951771798,0,4926.540711,1.0,226.63,164.79,61.84,1893.581202,0.25,0.25,0.083333,0.25,4,5,5500.0,974.445304,2314.631472,0.0,12,0
C16379,2.2823133299362053,-1.2764427723364515,3,987.853328,1.0,2599.42,1967.62,631.8,0.0,1.0,0.833333,0.75,0.0,0,35,1800.0,2146.180788,239.996338,0.083333,12,3
C16380,-1.0450721225479258,-1.1527207717083494,0,344.288226,1.0,146.75,0.0,146.75,0.0,0.416667,0.0,0.416667,0.0,0,5,1500.0,135.87419,203.496004,0.0,12,0
C16381,-0.7007130034500505,1.387514322198377,2,2336.510738,1.0,666.64,0.0,666.64,3230.62576,0.571429,0.0,0.428571,0.428571,3,4,7000.0,822.387829,287.636364,0.0,7,2
C16382,-0.7576377197010765,-1.0816931764612143,0,1132.661616,1.0,175.0,0.0,175.0,0.0,0.583333,0.0,0.5,0.0,0,7,1200.0,254.27684,835.079395,0.0,12,0
C16383,1.3541854983040136,0.41134178291756807,3,1969.414463,1.0,1322.06,301.52,1020.54,849.366964,1.0,0.333333,1.0,0.416667,5,27,5500.0,1764.32763,447.535776,0.0,12,3
C16384,-2.2621139041883986,2.025459969754434,2,1142.909141,0.9,0.0,0.0,0.0,2264.495887,0.0,0.0,0.0,0.5,17,0,2500.0,165.549752,337.524976,0.0,10,2
C16385,-1.7167482609281366,1.9774589348036131,2,3269.961382,1.0,0.0,0.0,0.0,1722.645697,0.0,0.0,0.0,0.416667,10,0,4000.0,949.187748,990.007312,0.0,12,2
C16386,0.10658779684029802,0.5858769849224349,3,226.684073,1.0,672.48,0.0,672.48,235.063106,1.0,0.0,1.0,0.666667,9,12,4500.0,869.632913,182.835878,0.0,12,3
C16387,-1.1170967252123962,-0.2107951175127132,0,635.358243,0.4,250.0,250.0,0.0,0.0,0.1,0.1,0.0,0.0,0,1,8000.0,4995.053024,284.70693,0.0,10,0
C16388,-1.9068913194708965,1.8155655243432973,0,629.744788,0.363636,354.5,354.5,0.0,3023.321998,0.083333,0.083333,0.0,0.333333,21,3,5000.0,257.295601,418.943012,0.0,12,0
C16389,5.160028278974123,-1.543202262366044,1,683.357929,1.0,5105.17,2265.11,2840.06,0.0,1.0,0.75,0.916667,0.0,0,90,3500.0,4650.299879,177.946334,0.75,12,1
C16390,-0.9567283872112637,-0.8429941952085407,0,857.767403,1.0,639.56,0.0,639.56,0.0,0.25,0.0,0.25,0.0,0,4,2200.0,210.272469,254.976679,0.0,12,0
C16391,-0.033111381565670804,-1.3356062595520064,3,71.480312,0.727273,1178.64,0.0,1178.64,0.0,0.666667,0.0,0.583333,0.0,0,8,3200.0,1473.852143,71.772114,0.0,12,3
C16392,1.999208503493806,1.8395302544407108,2,5719.149672,1.0,1611.04,1447.64,163.4,5034.877748,0.916667,0.333333,0.833333,0.083333,1,27,9000.0,4997.375402,1783.558275,0.0,12,2
C16393,-2.5274158795558854,-0.729728500896172,0,10.954457,0.125,0.0,0.0,0.0,389.594394,0.0,0.0,0.0,0.125,2,0,3000.0,0.0,312.343947,0.0,8,0
C16394,-0.8102926612811568,-1.033043417026544,0,1049.109012,1.0,200.02,0.0,200.02,0.0,0.5,0.0,0.5,0.0,0,6,1000.0,548.458069,992.622332,0.0,12,0
C16395,0.12083900654934725,-1.283963092199609,3,94.106762,0.454545,1063.22,789.22,274.0,0.0,0.75,0.333333,0.416667,0.0,0,14,7000.0,276.870232,69.559452,0.0,12,3
C16396,1.6144291668826196,5.527188204939564,2,7845.126724,1.0,396.0,0.0,396.0,11070.56623,1.0,0.0,1.0,0.416667,15,12,12000.0,9676.278566,2252.899777,0.083333,12,2
C16397,-1.2148440185413505,-1.1471192814449618,0,131.271213,1.0,147.26,0.0,147.26,0.0,0.333333,0.0,0.25,0.0,0,4,1000.0,430.455738,163.227325,0.090909,12,0
C16398,-0.8716736192882598,-1.8834647862311402,0,38.316222,0.272727,436.75,0.0,436.75,0.0,0.25,0.0,0.25,0.0,0,3,3000.0,1634.962881,139.00528,1.0,12,0
C16399,-0.6197144053728438,-1.1035050748953836,3,857.313072,1.0,139.16,0.0,139.16,0.0,0.583333,0.0,0.583333,0.0,0,9,1200.0,1209.136709,641.54543,0.0,12,3
C16400,-2.1416644905139988,-1.396892951237904,0,4.256664,0.181818,31.25,0.0,31.25,0.0,0.083333,0.0,0.083333,0.0,0,1,1000.0,0.0,312.343947,0.0,12,0
C16401,-1.0853692604338085,2.853021867737863,2,1912.125318,1.0,518.04,449.71,68.33,6314.938401,0.083333,0.083333,0.083333,0.416667,12,4,3500.0,3837.547894,492.835677,0.111111,12,2
C16402,-2.1150948542627748,-0.39960921827350165,0,71.310815,0.090909,0.0,0.0,0.0,1849.578078,0.0,0.0,0.0,0.083333,1,0,6000.0,0.0,312.343947,0.0,12,0
C16403,1.9508855443186555,-1.92229340702266,3,108.889031,1.0,1145.85,445.85,700.0,0.0,1.0,0.916667,0.75,0.0,0,22,5000.0,874.238956,179.080958,0.833333,12,3
C16404,-2.2728882798121055,-0.7030236823995581,0,3.992758,0.666667,0.0,0.0,0.0,126.723539,0.0,0.0,0.0,0.111111,1,0,1200.0,157.919567,54.574568,0.0,9,0
C16405,-2.035623947474933,-1.2658372606325448,0,7.456966,0.272727,4.8,0.0,4.8,0.0,0.083333,0.0,0.083333,0.0,0,1,2200.0,70.517745,246.213204,0.0,12,0
C16406,0.7631022052352666,-1.8210293782577713,3,51.293355,1.0,459.69,0.0,459.69,0.0,1.0,0.0,1.0,0.0,0,21,6000.0,279.902009,155.30575,0.555556,12,3
C16407,-1.0645118612270343,-0.5162543280708981,0,637.379659,1.0,37.62,0.0,37.62,0.0,0.25,0.0,0.25,0.0,0,3,1500.0,1691.81869,4887.636705,0.083333,12,0
C16408,-2.0257599041619425,0.6251614492806175,0,472.975295,1.0,0.0,0.0,0.0,1076.323483,0.0,0.0,0.0,0.166667,13,0,1200.0,0.0,312.343947,0.0,12,0
C16409,-2.212351149360961,-0.08342634331065434,0,770.11922,0.857143,0.0,0.0,0.0,1085.168416,0.0,0.0,0.0,0.142857,1,0,2500.0,64.429192,229.94082,0.0,7,0
C16410,-1.7746940615108553,0.23377992788522853,0,1155.9765,1.0,0.0,0.0,0.0,1115.92003,0.0,0.0,0.0,0.166667,2,0,1500.0,1298.142663,443.370345,0.0,12,0
C16411,1.6128180554066165,-0.6017899175610057,3,2664.926838,1.0,1229.62,661.6,568.02,0.0,1.0,0.333333,0.916667,0.0,0,28,8000.0,1692.635777,805.598851,0.0,12,3
C16412,0.8849084132688416,0.32771090519417584,3,281.736996,1.0,1100.19,1100.19,0.0,974.050448,1.0,1.0,0.0,0.25,8,15,5700.0,1694.640984,190.249932,0.090909,12,3
C16414,-1.8909774344019958,1.8561001019384662,0,400.462305,1.0,0.0,0.0,0.0,822.959124,0.0,0.0,0.0,0.666667,12,0,5000.0,1034.178777,156.202558,0.083333,12,0
C16415,-1.9226709892820317,2.044123266571406,2,1785.562094,1.0,0.0,0.0,0.0,996.904425,0.0,0.0,0.0,0.583333,12,0,1800.0,1164.081703,3016.951267,0.0,12,2
C16416,1.4215715005798035,-1.263777311734081,3,562.145229,1.0,1872.51,503.01,1369.5,0.0,1.0,0.166667,0.833333,0.0,0,27,4500.0,1480.089378,198.199128,0.0,12,3
C16417,-1.2650112885270046,-1.6719261319214518,0,7.777595,0.454545,66.25,0.0,66.25,0.0,0.416667,0.0,0.333333,0.0,0,5,2000.0,129.109877,138.717776,0.333333,12,0
C16418,-1.4767534092723518,2.863989100919124,2,5032.709807,1.0,0.0,0.0,0.0,2996.684234,0.0,0.0,0.0,0.5,8,0,7000.0,1065.648112,1175.224249,0.0,12,2
C16419,-0.5492721553594542,0.528353851567234,0,2462.416736,1.0,1207.3,1207.3,0.0,470.529824,0.25,0.25,0.0,0.166667,2,5,2500.0,1609.295692,2571.403534,0.0,12,0
C16421,-1.2944881727391382,-0.014573185673341774,0,330.707721,0.545455,56.4,56.4,0.0,1680.231932,0.083333,0.083333,0.0,0.166667,3,1,4000.0,3613.150681,205.305914,0.5,12,0
C16422,-2.024629390804107,2.8354410836813826,2,1472.378275,1.0,0.0,0.0,0.0,2297.002595,0.0,0.0,0.0,0.583333,23,0,4000.0,602.231254,386.832933,0.0,12,2
C16423,0.39291693755727664,-1.4358549927077584,3,31.269893,1.0,224.81,224.81,0.0,0.0,1.0,1.0,0.0,0.0,0,16,1800.0,284.388927,225.29301,0.166667,12,3
C16424,2.714260922153801,-1.6743857329472567,3,279.225789,1.0,2800.12,0.0,2800.12,0.0,1.0,0.0,1.0,0.0,0,44,6000.0,2515.127273,167.108694,0.666667,12,3
C16425,-1.639406569407267,-0.13426653761078547,0,347.997266,0.454545,0.0,0.0,0.0,1224.607415,0.0,0.0,0.0,0.083333,1,0,4500.0,3486.642342,159.204938,0.090909,12,0
C16426,-1.7129948033830569,1.9029669183562974,0,3405.813447,1.0,0.0,0.0,0.0,634.085316,0.0,0.0,0.0,0.416667,12,0,4000.0,912.842125,1090.502794,0.0,12,0
C16427,-1.8668351312642797,0.1837909390846759,0,492.040223,1.0,17.0,17.0,0.0,171.814665,0.083333,0.083333,0.0,0.333333,4,1,600.0,243.905711,291.892373,0.0,12,0
C16428,-0.042521343694571535,-1.4773675171150185,3,127.992071,0.545455,593.0,0.0,593.0,580.391722,1.0,0.0,0.916667,0.083333,1,12,2000.0,1158.659124,90.139909,0.0,12,3
C16429,0.12860372125988834,-2.3467201396496016,3,26.639906,1.0,251.19,0.0,251.19,0.0,1.0,0.0,0.888889,0.0,0,9,1500.0,214.973026,131.272786,1.0,9,3
C16430,-1.6245025274371037,2.6784943367288516,2,4169.458982,1.0,0.0,0.0,0.0,2802.840866,0.0,0.0,0.0,0.5,10,0,5000.0,1261.781799,1355.006535,0.0,12,2
C16431,0.19711356136868768,-1.617290469414286,3,95.517105,0.818182,1305.72,0.0,1305.72,0.0,0.75,0.0,0.666667,0.0,0,9,1700.0,1127.40911,77.116725,0.2,12,3
C16432,-2.0284763403207884,0.8548203080691235,0,2261.132204,0.888889,0.0,0.0,0.0,840.32256,0.0,0.0,0.0,0.333333,4,0,2500.0,783.359871,609.884322,0.0,9,0
C16433,3.313970527251986,3.0179104243381163,1,1930.900813,0.909091,5616.07,4960.73,655.34,4287.486377,0.666667,0.333333,0.25,0.333333,15,46,5500.0,10894.444,864.068895,0.111111,12,1
C16434,-1.5639312342671046,2.26076823787125,2,2936.600083,1.0,0.0,0.0,0.0,3936.540697,0.0,0.0,0.0,0.25,12,0,5000.0,1861.424668,669.400628,0.0,12,2
C16435,-1.100015435815688,-0.5282404434889125,0,475.826042,1.0,950.0,950.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,118.53066,290.333335,0.0,12,0
C16436,0.20456221791508727,-0.8122061767443676,0,145.085902,1.0,1284.74,1284.74,0.0,0.0,0.5,0.5,0.0,0.0,0,16,3000.0,2524.474539,167.031924,0.166667,12,0
C16437,-1.7529790371280298,0.8077572087564394,0,2392.299552,1.0,0.0,0.0,0.0,118.3391,0.0,0.0,0.0,0.333333,4,0,3200.0,602.769462,565.639938,0.0,12,0
C16438,-0.43147848810122547,-1.7918945478885024,3,0.0,0.0,408.38,0.0,408.38,0.0,0.833333,0.0,0.75,0.0,0,13,6000.0,535.013917,312.343947,0.0,12,3
C16439,4.282263744089155,2.2826322061382385,1,4652.51827,1.0,4042.41,2731.38,1311.03,3581.376823,1.0,0.666667,1.0,0.333333,7,73,5000.0,7633.554879,4192.565071,0.0,12,1
C16440,-0.8826964962713977,-0.39740279814053964,0,1089.351276,1.0,595.83,563.5,32.33,147.306438,0.25,0.25,0.083333,0.083333,1,8,2500.0,316.521528,382.024584,0.0,12,0
C16441,-1.8460778646781086,1.371059821435967,0,2269.978054,0.909091,0.0,0.0,0.0,3617.843539,0.0,0.0,0.0,0.272727,4,0,3500.0,745.982616,576.331228,0.0,11,0
C16442,0.35560893661378823,-1.7824126192150307,3,75.401255,0.909091,692.94,0.0,692.94,0.0,0.833333,0.0,0.833333,0.0,0,10,4000.0,806.703752,143.810743,0.545455,12,3
C16443,0.32263536160735123,-2.0400721321935014,3,40.607669,1.0,479.0,80.0,399.0,0.0,0.916667,0.083333,0.666667,0.0,0,14,2000.0,389.241521,141.850602,0.8,12,3
C16444,-1.8779959611489014,-0.6739763548934433,0,27.498033,1.0,0.0,0.0,0.0,37.771996,0.0,0.0,0.0,0.083333,1,0,1000.0,46.365579,276.074313,0.1,12,0
C16445,-1.0186451207386302,-0.14643011384550453,0,1253.290131,1.0,138.0,55.0,83.0,0.0,0.083333,0.083333,0.083333,0.0,0,2,9000.0,302.161387,414.1429,0.0,12,0
C16446,-0.6212566970574561,-2.345341196557815,3,0.0,0.0,140.04,0.0,140.04,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,129.905883,312.343947,0.0,12,3
C16447,-1.8965262131385627,1.1458750264845987,0,2080.312991,0.888889,25.0,0.0,25.0,2422.889589,0.111111,0.0,0.111111,0.333333,6,1,2500.0,540.687217,570.576789,0.0,9,0
C16448,5.1940181702989285,-0.346620573504236,1,965.514081,1.0,8945.67,8945.67,0.0,0.0,0.916667,0.916667,0.0,0.0,0,23,5500.0,7917.840874,261.663214,1.0,12,1
C16449,-2.1522099116687143,0.5445507620765496,0,1033.346718,0.875,0.0,0.0,0.0,142.123093,0.0,0.0,0.0,0.375,4,0,1500.0,1682.814334,249.673023,0.0,8,0
C16450,3.7010677700608103,0.3287636635555353,1,2277.067891,1.0,7025.02,7025.02,0.0,0.0,0.75,0.75,0.0,0.0,0,33,3500.0,6063.45472,2283.354515,0.083333,12,1
C16451,0.8109313518465955,-0.40490160373262385,3,744.083484,1.0,1096.98,589.48,507.5,174.714236,1.0,0.5,0.6,0.2,4,14,5000.0,1873.388189,148.294074,0.1,10,3
C16452,-1.33704496535725,0.42298989733307624,0,1305.883623,1.0,0.0,0.0,0.0,1015.334397,0.0,0.0,0.0,0.083333,1,0,8000.0,1423.232277,265.899549,0.0,12,0
C16453,-0.3743511946587735,-0.9035089216817666,0,751.22482,1.0,1000.0,0.0,1000.0,0.0,0.416667,0.0,0.333333,0.0,0,5,1700.0,2025.267591,319.173449,0.083333,12,0
C16454,1.7608884751602791,-0.4281029643123143,3,2848.442843,1.0,2148.02,1634.44,513.58,385.68198,1.0,0.666667,0.583333,0.083333,1,32,3500.0,922.603695,764.90448,0.0,12,3
C16455,0.0136176366415147,-1.3492420429644172,3,1765.263223,1.0,73.8,0.0,73.8,0.0,1.0,0.0,1.0,0.0,0,12,1800.0,356.324476,679.20095,0.0,12,3
